Month,Region,Product_Category,Product_Name,Product_Sub_Category,SKU,Quantity,Volume
jan24,Eastern,Cereals Products,qty_Kelloggsgograin28G,Cereals Products,28.0,,1372.0
jan24,Eastern,Cereals Products,qty_KelloggsRiceKrispies500G,Cereals Products,500.0,,3500.0
jan24,Eastern,Cereals Products,MrKanny,Cereals Products,,0.0,
jan24,Eastern,Cereals Products,qty_MrKannyCornFlakes500g,Cereals Products,500.0,,3000.0
jan24,Eastern,,Q8D. Food Enhancer Products (Quantity),,,9555.0,
jan24,Eastern,,Tablet,,,,1816286.0
jan24,Eastern,,Frytol,,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_FrytolTab10G,Tablet,10.0,,200.0
jan24,Eastern,Food Enhancer Products ,Gino,Tablet,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_GinoShrimppepperTab10G,Tablet,10.0,,200.0
jan24,Eastern,Food Enhancer Products ,qty_GinoShrimpspiceTab10G,Tablet,10.0,,900.0
jan24,Eastern,Food Enhancer Products ,qty_GinoShrimpTab10G,Tablet,10.0,,58460.0
jan24,Eastern,Food Enhancer Products ,Maggi,Tablet,,1137.0,
jan24,Eastern,Food Enhancer Products ,qty_MaggiChickenTab10G,Tablet,10.0,200.0,6670.0
jan24,Eastern,Food Enhancer Products ,qty_MaggiDedeedeTab10G,Tablet,10.0,,152790.0
jan24,Eastern,Food Enhancer Products ,qty_MaggiOnionTab10G,Tablet,10.0,,580.0
jan24,Eastern,Food Enhancer Products ,qty_MaggiShrimpTab10G,Tablet,10.0,937.0,736090.0
jan24,Eastern,Food Enhancer Products ,qty_MaggiShrimpstarorCube4G,Tablet,4.0,,780.0
jan24,Eastern,Food Enhancer Products ,MrChef,Tablet,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_MrChefshrimptab12g,Tablet,12.0,,103476.0
jan24,Eastern,Food Enhancer Products ,Onga,Tablet,,4016.0,
jan24,Eastern,Food Enhancer Products ,qty_OngaBeefTab11G,Tablet,11.0,23.0,3608.0
jan24,Eastern,Food Enhancer Products ,qty_OngaChickenTab11G,Tablet,11.0,43.0,1199.0
jan24,Eastern,Food Enhancer Products ,qty_OngaShrimpTab11G,Tablet,11.0,3860.0,741400.0
jan24,Eastern,Food Enhancer Products ,qty_OngaStewTab11G,Tablet,11.0,90.0,9933.0
jan24,Eastern,Food Enhancer Products ,Powder,Powder,,,1012051.0
jan24,Eastern,Food Enhancer Products ,Adja,Powder,,4.0,
jan24,Eastern,Food Enhancer Products ,qty_AdjaSeasoningPwd15G,Powder,15.0,1.0,28620.0
jan24,Eastern,Food Enhancer Products ,qty_AdjaSeasoningPwd75G,Powder,75.0,3.0,55575.0
jan24,Eastern,Food Enhancer Products ,Aromate,Powder,,77.0,
jan24,Eastern,Food Enhancer Products ,qty_AromateSpices10G,Powder,10.0,,820.0
jan24,Eastern,Food Enhancer Products ,Ayekoo,Powder,,,
jan24,Eastern,Food Enhancer Products ,qty_ayekoobeefseasoningpwd10g,Powder,10.0,,3020.0
jan24,Eastern,Food Enhancer Products ,qty_ayekoochickenseasoningpwd10g,Powder,10.0,38.0,4200.0
jan24,Eastern,Food Enhancer Products ,qty_ayekoojollofseasoningpwd10g,Powder,10.0,,15880.0
jan24,Eastern,Food Enhancer Products ,qty_ayekoostewseasoningpwd10g,Powder,10.0,39.0,13010.0
jan24,Eastern,Food Enhancer Products ,Benny,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_BennyBeeforMeatPwd17G,Powder,17.0,,544.0
jan24,Eastern,Food Enhancer Products ,qty_BennyChickenPwd17G,Powder,17.0,,578.0
jan24,Eastern,Food Enhancer Products ,qty_BennyShrimpPwd17G,Powder,17.0,,170.0
jan24,Eastern,Food Enhancer Products ,BigMama,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_BigMamaseasoningpwd10g,Powder,10.0,,2310.0
jan24,Eastern,Food Enhancer Products ,Fagdic,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_FagdicSpicesPwd10G,Powder,10.0,,1510.0
jan24,Eastern,Food Enhancer Products ,qty_FagdicVegetableSeasoningPwd10G,Powder,10.0,,460.0
jan24,Eastern,Food Enhancer Products ,Faricity,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_FaricitySeasoningpwd10g,Powder,10.0,,10930.0
jan24,Eastern,Food Enhancer Products ,Frytol,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_FrytolChickenSeasoningPwd10G,Powder,10.0,,0.0
jan24,Eastern,Food Enhancer Products ,FungYues,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_FungYueseasoningpwd10g,Powder,10.0,,570.0
jan24,Eastern,Food Enhancer Products ,Gino,Powder,,376.0,
jan24,Eastern,Food Enhancer Products ,qty_GinoCurryPwd5G,Powder,5.0,376.0,41150.0
jan24,Eastern,Food Enhancer Products ,GoodTaste,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_GoodTasteChickenSeasoningPwd17G,Powder,17.0,,748.0
jan24,Eastern,Food Enhancer Products ,KitchenGlory,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_KitchenGloryBeefPwd10G,Powder,10.0,,130.0
jan24,Eastern,Food Enhancer Products ,qty_KitchenGloryMixedPwd10G,Powder,10.0,,160.0
jan24,Eastern,Food Enhancer Products ,Kivo,Powder,,7.0,
jan24,Eastern,Food Enhancer Products ,qty_KivoPepperSoupseasoningpwd6g,Powder,6.0,7.0,46974.0
jan24,Eastern,Food Enhancer Products ,Larso,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_LarsoSeasoningPwd10G,Powder,10.0,,100.0
jan24,Eastern,Food Enhancer Products ,Lion,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_LionAdoboSeasoningPwd10G,Powder,10.0,,1550.0
jan24,Eastern,Food Enhancer Products ,qty_LionSpicesPwd5G,Powder,5.0,,30.0
jan24,Eastern,Food Enhancer Products ,Maggi,Powder,,45.0,
jan24,Eastern,Food Enhancer Products ,qty_MaggiMixPy6gsht,Powder,6.0,45.0,3282.0
jan24,Eastern,Food Enhancer Products ,Minazen,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_MinazenBeefFlavourpwd10g,Powder,10.0,,4390.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenChickenseasoningpwd10g,Powder,10.0,,7300.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenChickenSeasoningpwd50g,Powder,50.0,,6550.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenFishFlavourpwd10g,Powder,10.0,,3310.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenFriedRiceFlavourpwd10g,Powder,10.0,,2550.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenJollofRiceFlavourpwd10g,Powder,10.0,,9650.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenMixedSpicesFlavorPwd10G,Powder,10.0,,2400.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenNoodlesSpaghettipwd10g,Powder,10.0,,9800.0
jan24,Eastern,Food Enhancer Products ,qty_Minazenseasoningpwd10g,Powder,10.0,,8020.0
jan24,Eastern,Food Enhancer Products ,qty_MinazenSeasoningpwd50g,Powder,50.0,,2950.0
jan24,Eastern,Food Enhancer Products ,Mortase,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_MortaseChickenSeasoningpwd10g,Powder,10.0,,280.0
jan24,Eastern,Food Enhancer Products ,qty_MortaseGingerandGarlicSeasoningpwd10g,Powder,10.0,,70.0
jan24,Eastern,Food Enhancer Products ,qty_MortaseNoodlesNSpaghettiSeasoningpwd10g,Powder,10.0,,8710.0
jan24,Eastern,Food Enhancer Products ,qty_MortaseVegetableSeasoningpwd10g,Powder,10.0,,1260.0
jan24,Eastern,Food Enhancer Products ,MrChef,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_MrChefpwd5g,Powder,5.0,,3150.0
jan24,Eastern,Food Enhancer Products ,Onga,Powder,,817.0,
jan24,Eastern,Food Enhancer Products ,qty_Onga3MixPwd10G,Powder,10.0,173.0,51630.0
jan24,Eastern,Food Enhancer Products ,qty_Onga3MixPwd50G,Powder,50.0,20.0,15100.0
jan24,Eastern,Food Enhancer Products ,qty_OngaChickenPwd10G,Powder,10.0,,6340.0
jan24,Eastern,Food Enhancer Products ,qty_OngaChickenPwd50G,Powder,50.0,,1500.0
jan24,Eastern,Food Enhancer Products ,qty_OngaClassicPwd10G,Powder,10.0,273.0,42800.0
jan24,Eastern,Food Enhancer Products ,qty_OngaClassicPwd50G,Powder,50.0,35.0,9400.0
jan24,Eastern,Food Enhancer Products ,qty_OngaShrimpPwd10G,Powder,10.0,,4680.0
jan24,Eastern,Food Enhancer Products ,qty_OngaStewPwd10G,Powder,10.0,289.0,75040.0
jan24,Eastern,Food Enhancer Products ,qty_OngaStewPwd50G,Powder,50.0,27.0,24350.0
jan24,Eastern,Food Enhancer Products ,Remie,Powder,,1815.0,
jan24,Eastern,Food Enhancer Products ,qty_RemieBeefpwd10g,Powder,10.0,306.0,47250.0
jan24,Eastern,Food Enhancer Products ,qty_RemieChickenpwd10g,Powder,10.0,448.0,76820.0
jan24,Eastern,Food Enhancer Products ,qty_RemieCurrypwd10g,Powder,10.0,,1410.0
jan24,Eastern,Food Enhancer Products ,qty_RemieFishpwd10g,Powder,10.0,180.0,33090.0
jan24,Eastern,Food Enhancer Products ,qty_RemieGarlicandGingerpwd10g,Powder,10.0,159.0,34440.0
jan24,Eastern,Food Enhancer Products ,qty_RemieGoatSeasoningPwd10G,Powder,10.0,,41930.0
jan24,Eastern,Food Enhancer Products ,qty_RemieIndomiepwd10g,Powder,10.0,,3170.0
jan24,Eastern,Food Enhancer Products ,qty_RemieJollofpwd10g,Powder,10.0,230.0,43610.0
jan24,Eastern,Food Enhancer Products ,qty_Remieseasoningpwd50g,Powder,50.0,14.0,6300.0
jan24,Eastern,Food Enhancer Products ,qty_RemieShitopwd10g,Powder,10.0,43.0,3680.0
jan24,Eastern,Food Enhancer Products ,qty_RemieStewpwd10g,Powder,10.0,435.0,70600.0
jan24,Eastern,Food Enhancer Products ,Royco,Powder,,0.0,
jan24,Eastern,Food Enhancer Products ,qty_RoycoStewPwd6G,Powder,6.0,,0.0
jan24,Eastern,Food Enhancer Products ,Samu,Powder,,3.0,
jan24,Eastern,Food Enhancer Products ,qty_SamuSeasoning10G,Powder,10.0,,1270.0
jan24,Eastern,Food Enhancer Products ,qty_SamuSeasoning50G,Powder,50.0,3.0,1250.0
jan24,Eastern,Food Enhancer Products ,Sankofa,Powder,,1258.0,
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesChickenBeefPwd25g,Powder,25.0,,3275.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesChickenBeefPwd5g,Powder,5.0,134.0,9680.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesCurryPwd25g,Powder,25.0,,700.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesCurryPwd5g,Powder,5.0,77.0,6820.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesFishPwd25g,Powder,25.0,,250.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesFishPwd5g,Powder,5.0,146.0,4400.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesGingerGarlicPwd25g,Powder,25.0,,625.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesGingerGarlicPwd5g,Powder,5.0,169.0,14370.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesJollofRicePwd25g,Powder,25.0,,875.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesJollofRicePwd5g,Powder,5.0,139.0,7165.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesNoodlesSpaghettiPwd25g,Powder,25.0,,950.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesNoodlesSpaghettiPwd5g,Powder,5.0,25.0,3970.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesPwd5G,Powder,5.0,,80.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesSoupPwd25g,Powder,25.0,,3325.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesSoupPwd5g,Powder,5.0,212.0,22850.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesStewGravyPwd25g,Powder,25.0,,3350.0
jan24,Eastern,Food Enhancer Products ,qty_SankofaNaturalSpicesStewGravyPwd5g,Powder,5.0,356.0,30385.0
jan24,Eastern,Food Enhancer Products ,TasteGood,Powder,,,
jan24,Eastern,Food Enhancer Products ,qty_TasteGoodSpicesPwd10G,Powder,10.0,,610.0
jan24,Eastern,,Q8E. Evaporated Milk (Quantity),,,1347.0,8684293.0
jan24,Eastern,Milk Products,Abevia,Evaporated Milk,,0.0,
jan24,Eastern,Milk Products,qty_AbeviaEvaporatedMilk170GTin,Evaporated Milk,170.0,,67150.0
jan24,Eastern,Milk Products,qty_AbeviaEvaporatedMilk400GTin,Evaporated Milk,400.0,,9600.0
jan24,Eastern,Milk Products,Ablefarm,Evaporated Milk,,0.0,
jan24,Eastern,Milk Products,qty_AbleFarmFilledMilk170GTin,Evaporated Milk,170.0,,10200.0
jan24,Eastern,Milk Products,qty_AbleFarmValueCreamMilk160GTin,Evaporated Milk,160.0,,1600.0
jan24,Eastern,Milk Products,Bestmother,Evaporated Milk,,0.0,
jan24,Eastern,Milk Products,qty_BestMotherEvaporatedMilk160G,Evaporated Milk,160.0,,49120.0
jan24,Eastern,Milk Products,Carnation,Evaporated Milk,,477.0,
jan24,Eastern,Milk Products,qty_CarnationMilk160gTin,Evaporated Milk,160.0,282.0,2129600.0
jan24,Eastern,Milk Products,qty_CarnationMilk29G,Evaporated Milk,29.0,195.0,148306.0
jan24,Eastern,Milk Products,Cowbell,Evaporated Milk,,0.0,
jan24,Eastern,Milk Products,qty_CowbellEvaporatedMilk160GTin,Evaporated Milk,160.0,,3040.0
jan24,Eastern,Milk Products,Dano,Evaporated Milk,,18.0,
jan24,Eastern,Milk Products,qty_DanoEvaporatedMilk170G,Evaporated Milk,170.0,18.0,101660.0
jan24,Eastern,Milk Products,Enapa,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_EnapaEvaporatedMilk160GTin,Evaporated Milk,160.0,,15360.0
jan24,Eastern,Milk Products,Festiva,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_FestivaEvaporatedMilk160g,Evaporated Milk,160.0,,71680.0
jan24,Eastern,Milk Products,Hollandia,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_HollandiaEvaporatedMilk215g,Evaporated Milk,215.0,,0.0
jan24,Eastern,Milk Products,Ideal,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_IdealMilkSachet29G,Evaporated Milk,29.0,390.0,253547.0
jan24,Eastern,Milk Products,qty_IdealOriginal160GTin,Evaporated Milk,160.0,353.0,2868320.0
jan24,Eastern,Milk Products,qty_IdealOriginalBalance160GTin,Evaporated Milk,160.0,,34720.0
jan24,Eastern,Milk Products,qty_IdealOriginalValue390GTin,Evaporated Milk,390.0,,925470.0
jan24,Eastern,Milk Products,Momo,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_MomoEvaporatedMilk170GTin,Evaporated Milk,170.0,,15810.0
jan24,Eastern,Milk Products,Nunu,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_NunuMilk160GTin,Evaporated Milk,160.0,34.0,62560.0
jan24,Eastern,Milk Products,Oba,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_ObaEvaporatedMilk170g,Evaporated Milk,170.0,,8500.0
jan24,Eastern,Milk Products,Ohema,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_OhemaEvaporatedMilk170GTin,Evaporated Milk,170.0,,1360.0
jan24,Eastern,Milk Products,Peak,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_PeakFullCreammilk390GTin,Evaporated Milk,390.0,,26910.0
jan24,Eastern,Milk Products,qty_PeakMilkGreen160GTin,Evaporated Milk,160.0,,96480.0
jan24,Eastern,Milk Products,qty_PeakMilkGreen390GTin,Evaporated Milk,390.0,,46020.0
jan24,Eastern,Milk Products,qty_PeakMilkOriginal160GTin,Evaporated Milk,160.0,,44800.0
jan24,Eastern,Milk Products,qty_PeakMilkOriginal400GTin,Evaporated Milk,400.0,,12000.0
jan24,Eastern,Milk Products,qty_PeakMilkOriginalSachet30G,Evaporated Milk,30.0,,240.0
jan24,Eastern,Milk Products,qty_PeakSachetGreen30G,Evaporated Milk,30.0,,2670.0
jan24,Eastern,Milk Products,qty_PeakSkimmedMilk390GTin,Evaporated Milk,390.0,,1560.0
jan24,Eastern,Milk Products,qty_PeakVegSachetMilkGreen20G,Evaporated Milk,20.0,,0.0
jan24,Eastern,Milk Products,Popular,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_PopularEvaporatedMilk160gTin,Evaporated Milk,160.0,75.0,1606240.0
jan24,Eastern,Milk Products,qty_PopularEvaporatedMilk390gPack,Evaporated Milk,390.0,,39000.0
jan24,Eastern,Milk Products,Pura,Evaporated Milk,,,
jan24,Eastern,Milk Products,qty_PuraVidaGoldMilk170G,Evaporated Milk,170.0,,30770.0
jan24,Eastern,,Grand Total,,,38075.0,
jan24,Western,,Q8A. Milk Products (Quantity),,,9170.0,1470481.0
jan24,Western,,Milk Pwd,,,,
jan24,Western,,Cowbell,,,3796.0,
jan24,Western,Milk Products,qty_CBSweetmilk14G,Milk Pwd,14.0,,364.0
jan24,Western,Milk Products,qty_CBSweetmilk5G,Milk Pwd,5.0,,55.0
jan24,Western,Milk Products,qty_Cowbell12GSht,Milk Pwd,12.0,211.0,13224.0
jan24,Western,Milk Products,qty_Cowbell23G,Milk Pwd,23.0,194.0,33718.0
jan24,Western,Milk Products,qty_Cowbell360GSht,Milk Pwd,360.0,4.0,4680.0
jan24,Western,Milk Products,qty_Cowbell400GTin,Milk Pwd,400.0,8.0,18000.0
jan24,Western,Milk Products,qty_Cowbell400GTinForeign,Milk Pwd,400.0,,800.0
jan24,Western,Milk Products,qty_Cowbell5G,Milk Pwd,5.0,,40.0
jan24,Western,Milk Products,qty_Cowbellpremium26g,Milk Pwd,26.0,123.0,51532.0
jan24,Western,Milk Products,qty_Cowbellpremium360gsht,Milk Pwd,360.0,,1800.0
jan24,Western,Milk Products,qty_Cowbellpremium400gtin,Milk Pwd,400.0,,1600.0
jan24,Western,Milk Products,qty_Cowbellvitarich14g,Milk Pwd,14.0,1663.0,98462.0
jan24,Western,Milk Products,qty_Cowbellvitarich26g,Milk Pwd,26.0,1590.0,155662.0
jan24,Western,Milk Products,qty_Cowbellvitarich400gsht,Milk Pwd,400.0,3.0,7200.0
jan24,Western,Milk Products,qty_Cowbellvitarich400gtin,Milk Pwd,400.0,,2400.0
jan24,Western,Milk Products,Dano,Milk Pwd,,230.0,
jan24,Western,Milk Products,qty_DanoCoolCow12gsht,Milk Pwd,12.0,120.0,17016.0
jan24,Western,Milk Products,qty_DanoCoolCow22gsht,Milk Pwd,22.0,55.0,4070.0
jan24,Western,Milk Products,qty_DanoCoolCow23GSht,Milk Pwd,23.0,,3634.0
jan24,Western,Milk Products,qty_DanoCoolCow360GSht,Milk Pwd,360.0,,7560.0
jan24,Western,Milk Products,qty_DanoCoolCow400GTin,Milk Pwd,400.0,2.0,4000.0
jan24,Western,Milk Products,qty_danohyemema13gsht,Milk Pwd,13.0,53.0,32760.0
jan24,Western,Milk Products,Ginny,Milk Pwd,,0.0,
jan24,Western,Milk Products,qty_GinnyMilkCreamer20GSht,Milk Pwd,20.0,,6920.0
jan24,Western,Milk Products,Ideal,Milk Pwd,,86.0,
jan24,Western,Milk Products,qty_Idealdairydelight20G,Milk Pwd,20.0,86.0,57320.0
jan24,Western,Milk Products,qty_Idealdairydelight26G,Milk Pwd,26.0,,3874.0
jan24,Western,Milk Products,Miksi,Milk Pwd,,0.0,
jan24,Western,Milk Products,qty_Miksi10GSht,Milk Pwd,10.0,,1490.0
jan24,Western,Milk Products,qty_Miksi20G,Milk Pwd,20.0,,1160.0
jan24,Western,Milk Products,qty_Miksi23GSht,Milk Pwd,23.0,,460.0
jan24,Western,Milk Products,qty_Miksi400GTin,Milk Pwd,400.0,,2400.0
jan24,Western,Milk Products,Nido,Milk Pwd,,1820.0,
jan24,Western,Milk Products,qty_NidoEssentia23G,Milk Pwd,23.0,935.0,378465.0
jan24,Western,Milk Products,qty_NidoEssentia350GSht,Milk Pwd,350.0,,67900.0
jan24,Western,Milk Products,qty_NidoEssentia365GSht,Milk Pwd,365.0,12.0,119355.0
jan24,Western,Milk Products,qty_NidoEssentiaNPak14G,Milk Pwd,14.0,857.0,257936.0
jan24,Western,Milk Products,qty_Nidofortified400GTin,Milk Pwd,400.0,,18800.0
jan24,Western,Milk Products,qty_NidoPlusOne400GTin,Milk Pwd,400.0,16.0,89600.0
jan24,Western,Milk Products,Peak,Milk Pwd,,0.0,
jan24,Western,Milk Products,qty_Peak20G,Milk Pwd,20.0,,4080.0
jan24,Western,Milk Products,qty_Peak400GTin,Milk Pwd,400.0,,2000.0
jan24,Western,Milk Products,ThreeCrown,Milk Pwd,,0.0,
jan24,Western,Milk Products,qty_threecrowns12g,Milk Pwd,12.0,,144.0
jan24,Western,Milk Products,Ndc,Ndc Pwd,,,1111642.0
jan24,Western,Milk Products,Abc,Ndc Pwd,,11.0,
jan24,Western,Milk Products,qty_ABCNonDairyCreamer20GSht,Ndc Pwd,20.0,11.0,8480.0
jan24,Western,Milk Products,Abena,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_AbenaNonDairyCreamer400Sht,Ndc Pwd,400.0,,4000.0
jan24,Western,Milk Products,Atona,Ndc Pwd,,45.0,
jan24,Western,Milk Products,qty_Atona20G,Ndc Pwd,20.0,,12380.0
jan24,Western,Milk Products,qty_Atona250GSht,Ndc Pwd,250.0,35.0,18500.0
jan24,Western,Milk Products,qty_Atona40G,Ndc Pwd,40.0,10.0,37600.0
jan24,Western,Milk Products,Balona,Ndc Pwd,,1522.0,
jan24,Western,Milk Products,qty_BalonaNonDairy20g,Ndc Pwd,20.0,1187.0,157340.0
jan24,Western,Milk Products,qty_BalonaNonDiary250g,Ndc Pwd,250.0,11.0,46750.0
jan24,Western,Milk Products,qty_BalonaNonDiary35g,Ndc Pwd,35.0,324.0,28945.0
jan24,Western,Milk Products,BestWay,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_BestWayNonDairyCreamer20GSht,Ndc Pwd,20.0,,1680.0
jan24,Western,Milk Products,Easy,Ndc Pwd,,72.0,
jan24,Western,Milk Products,qty_easynondairy250gsht,Ndc Pwd,250.0,72.0,146750.0
jan24,Western,Milk Products,Enapa,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_EnaPaNonDairy20G,Ndc Pwd,20.0,,8640.0
jan24,Western,Milk Products,qty_EnaPaNonDairy250GSht,Ndc Pwd,250.0,,4000.0
jan24,Western,Milk Products,Golden,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_GoldenNonDairyCreamer20GSht,Ndc Pwd,20.0,,6080.0
jan24,Western,Milk Products,Haano,Ndc Pwd,,6.0,
jan24,Western,Milk Products,qty_HaanoNonDairyCreamer20GSht,Ndc Pwd,20.0,,120.0
jan24,Western,Milk Products,qty_HaanoNonDairyCreamer250GSht,Ndc Pwd,250.0,6.0,2500.0
jan24,Western,Milk Products,HnH,Ndc Pwd,,403.0,
jan24,Western,Milk Products,qty_HnHNondairycreamer17G,Ndc Pwd,17.0,201.0,52037.0
jan24,Western,Milk Products,qty_HnHNondairycreamer250G,Ndc Pwd,250.0,202.0,95500.0
jan24,Western,Milk Products,qty_HnHNondairycreamer40G,Ndc Pwd,40.0,,1520.0
jan24,Western,Milk Products,Kivo,Ndc Pwd,,330.0,
jan24,Western,Milk Products,qty_kivogoodtimenondairycreamer20g,Ndc Pwd,20.0,330.0,67120.0
jan24,Western,Milk Products,Kremela,Ndc Pwd,,621.0,
jan24,Western,Milk Products,qty_KremelaNonDairy10GSht,Ndc Pwd,10.0,282.0,78330.0
jan24,Western,Milk Products,qty_KremelaNonDairy20GSht,Ndc Pwd,20.0,330.0,173680.0
jan24,Western,Milk Products,qty_KremelaNonDairy250GSht,Ndc Pwd,250.0,9.0,118500.0
jan24,Western,Milk Products,qty_KremelaNonDairy40gSht,Ndc Pwd,40.0,,1160.0
jan24,Western,Milk Products,Lady,Ndc Pwd,,82.0,
jan24,Western,Milk Products,qty_LadyNonDairy20GSht,Ndc Pwd,20.0,82.0,16240.0
jan24,Western,Milk Products,Lele,Ndc Pwd,,28.0,
jan24,Western,Milk Products,qty_lelenondairycreamer15g,Ndc Pwd,15.0,28.0,10215.0
jan24,Western,Milk Products,Medas,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_MedasNonDairyCreamer20GSht,Ndc Pwd,20.0,,960.0
jan24,Western,Milk Products,Mylove,Ndc Pwd,,0.0,
jan24,Western,Milk Products,qty_MyLoveNonDairyCreamer20GSht,Ndc Pwd,20.0,,0.0
jan24,Western,Milk Products,Ohema,Ndc Pwd,,111.0,
jan24,Western,Milk Products,qty_OhemaaNondairy40g,Ndc Pwd,40.0,,2880.0
jan24,Western,Milk Products,qty_OhemaNondairy20g,Ndc Pwd,20.0,,500.0
jan24,Western,Milk Products,qty_OhemaNondiary15g,Ndc Pwd,15.0,101.0,2835.0
jan24,Western,Milk Products,qty_OhemaNondiary250g,Ndc Pwd,250.0,10.0,2500.0
jan24,Western,Milk Products,Top,Ndc Pwd,,7.0,
jan24,Western,Milk Products,qty_TopNonDairyCreamer20GSht,Ndc Pwd,20.0,7.0,3900.0
jan24,Western,,Q8B. Beverage Products (Quantity),,,13394.0,
jan24,Western,,Coffee,,,,1185120.0
jan24,Western,,Cowbell,,,3053.0,
jan24,Western,Beverage Products ,qty_CBCoffee35G,Coffee,35.0,3053.0,820260.0
jan24,Western,Beverage Products ,qty_CBCoffee400GTin,Coffee,400.0,,
jan24,Western,Beverage Products ,,Coffee,,,
jan24,Western,Beverage Products ,,Coffee,,,
jan24,Western,Beverage Products ,Dano,Coffee,,47.0,
jan24,Western,Beverage Products ,qty_DanoCoffee40GSht,Coffee,40.0,47.0,21800.0
jan24,Western,Beverage Products ,Ideal,Coffee,,0.0,
jan24,Western,Beverage Products ,qty_IdealmilkyCoffee37gsht,Coffee,37.0,,592.0
jan24,Western,Beverage Products ,Miksi,Coffee,,366.0,
jan24,Western,Beverage Products ,qty_MiksiCoffee35g,Coffee,35.0,333.0,74550.0
jan24,Western,Beverage Products ,qty_MiksiCoffee40G,Coffee,40.0,33.0,9200.0
jan24,Western,Beverage Products ,Nescafe,Coffee,,497.0,
jan24,Western,Beverage Products ,qty_NescafeOriginal3in140G,Coffee,40.0,497.0,242800.0
jan24,Western,Beverage Products ,qty_NescafeSweetCreamy30GSht,Coffee,30.0,,4170.0
jan24,Western,Beverage Products ,Syycafe,Coffee,,0.0,
jan24,Western,Beverage Products ,qty_SyycafeCoffee36GSht,Coffee,36.0,,1188.0
jan24,Western,Beverage Products ,TopCafe,Coffee,,0.0,
jan24,Western,Beverage Products ,qty_TopCafe30g,Coffee,30.0,,10320.0
jan24,Western,Beverage Products ,qty_TopCappucinno30g,Coffee,30.0,,0.0
jan24,Western,Beverage Products ,VivaCafe,Coffee,,0.0,
jan24,Western,Beverage Products ,qty_VivaCafe40G,Coffee,40.0,,240.0
jan24,Western,Beverage Products ,Cocoa,Cocoa,,,5971479.0
